CCI ID,NAME,COUNTRY,LAT CENTRE,LON CENTRE,MAX DISTANCE TO LAND (KM),LAT MIN BOX,LAT MAX BOX,LON MIN BOX,LON MAX BOX,ID in GLOBOLAKES 1000 MASK,ID in CGLOPS MASK
2132, Spring lake and Mississippi river,United States,41.9431,-90.1542,2.4,41.8292,42.1375,-90.2292,-90.0792,2132;,
2138, Quemo lake,China,33.8681,91.1903,3.2,33.7875,33.9875,91.0958,91.2875,2138;,
2148, Kishi Qaraoy koli,Kazakhstan,54.0264,71.3236,4.6,53.9375,54.1208,71.2125,71.4792,2148;,
2156, Changdang lake,China,31.6292,119.5542,3.7,31.5125,31.7125,119.4542,119.6458,2156;,
2157, Atasta,Mexico,18.5764,-92.1903,3.4,18.5125,18.6625,-92.2625,-92.0208,2157;,
2162, Gull lake,Canada,52.5597,-114.0236,2.6,52.4208,52.6625,-114.1125,-113.8958,2162;,
2167, Lubans,Latvia,56.7764,26.8847,3.8,56.6708,56.8625,26.7208,27.0292,2167;,
2168, Millwood lake,United States,33.7292,-93.9653,3.4,33.6542,33.8542,-94.0875,-93.8792,2168;,
2179, Semmens lake,Canada,55.0569,-94.1653,2.8,54.9542,55.1375,-94.3792,-94.0458,2179;,
2186, Pingvallavatn,Iceland,64.2097,-21.1486,2.7,64.0875,64.2875,-21.2792,-20.9875,2186;,
2190, laguna de Chila,Mexico,22.2181,-98.0903,3.9,22.1375,22.2958,-98.1875,-98.0042,2190;,
2192, Buffalo lake,Canada,52.4875,-112.8597,3.2,52.3875,52.5958,-113.0875,-112.7375,2192;,
2199, Tasersuaq,Greenland,66.7542,-50.9375,1.8,66.6125,66.8125,-51.2958,-50.4458,2199;,
2201, Bilikol,Kazakhstan,43.0181,70.6903,3.1,42.9208,43.1625,70.6042,70.7958,2201;,
2202, Cam lake,China,32.1292,83.5347,4.2,31.9958,32.2208,83.4458,83.6375,2202;,
2203, Sengli lake,China,30.4292,84.0681,2.8,30.2958,30.5542,83.9625,84.1375,2203;,
2226, Khanskoye ozero,Russian Federation,46.2625,38.3458,3.8,46.1042,46.3458,38.2708,38.5375,2226;,
2228, lago Anibal Pinto,Chile,-52.0208,-72.4653,3.3,-52.1375,-51.9292,-72.5625,-72.3708,2228;,
2232, Mokoan swamp (Seven Mile swamp),Australia,-36.4486,146.0847,2.3,-36.5292,-36.3625,145.9792,146.1958,2232;,
2238, Barkol lake,China,43.6764,92.7903,4,43.5708,43.7708,92.7042,92.8792,2238;,
2239, ozero Uryum,Russian Federation,54.5569,78.4903,2.8,54.4625,54.6375,78.3458,78.6375,2239;,
2243, lagoa Paru,Brazil,-1.9125,-55.7958,5.6,-2.0042,-1.7875,-56.0125,-55.6125,2243;,
2245, Oak lake,Canada,49.6653,-100.7514,2.4,49.5625,49.7542,-100.8292,-100.6042,2245;,
2246, ozero Anolgytgyn,Russian Federation,60.0069,163.7097,3.5,59.9125,60.0875,163.5792,163.9375,2246;,
2253, Clear Lake reservoir,United States,41.8792,-121.1792,2.7,41.7542,41.9625,-121.2625,-121.0292,2253;,
2259, Baril lake,Canada,58.7764,-111.6597,2.6,58.6875,58.8375,-111.8042,-111.5625,2259;,
2262, Dezadeash lake,Canada,60.4819,-136.9958,2.8,60.3292,60.5708,-137.0958,-136.8625,2262;,
2263, Kazan lake,Canada,55.5625,-108.3347,2.7,55.4542,55.6625,-108.4542,-108.2125,2263;,
2264, ozero Kurilskoye,Russian Federation,51.4542,157.0986,3.4,51.3708,51.5458,156.9958,157.2125,2264;,
2270, Bayan lake,Mongolia,48.4569,95.1347,3.1,48.3875,48.5375,94.9625,95.3125,2270;,
2271, Kinkony,Madagascar,-16.1458,45.8319,3,-16.2875,-16.0542,45.6625,45.9792,2271;,
2273, ozero Chonduya,Russian Federation,68.5819,152.2819,4.1,68.4958,68.6625,152.1125,152.4292,2273;,
2276, Kotcho lake,Canada,59.0653,-121.1097,3,58.9875,59.1875,-121.2792,-120.9958,2276;,
2280, Ibera wetlands (part of)/lago Esteros del Ibera,Argentina,-28.0931,-56.7819,4.2,-28.1792,-27.9625,-56.8792,-56.6625,2280;,
2285, ozero Ebeyty,Russian Federation,54.6514,71.7319,4.5,54.5542,54.7375,71.6208,71.8458,2285;,
2304, Yanghu lake,China,35.4292,84.6458,3.6,35.3542,35.5042,84.5542,84.7625,2304;,
2305, Salt Water lake,China,35.2931,83.1153,4.1,35.2125,35.3875,82.9792,83.2375,2305;,
2313, lac Ihema,Rwanda;Tanzania United Republic of,-1.8458,30.7875,3.2,-2.0125,-1.7625,30.6708,30.8625,2313;,
2314, Khukh lake,Mongolia,49.4986,115.5847,3.9,49.4208,49.6208,115.4542,115.6958,2314;,
2315, Beidagang reservoir,China,38.7208,117.3764,2,38.6458,38.8042,117.2875,117.5042,2315;,
2316, Suyahu reservoir,China,33.0458,114.2431,3.7,32.9208,33.1458,114.1375,114.3375,2316;,
2317, Chiemsee,Germany,47.8903,12.4681,3.2,47.7958,47.9708,12.3125,12.5708,2317;,
2323, Peerless lake,Canada,56.6514,-114.6514,3.3,56.5208,56.7375,-114.7792,-114.5375,2323;,
2326, Chip lake,Canada,53.6542,-115.3792,2.4,53.5708,53.7458,-115.5292,-115.2292,2326;,
2330, Hargrave lake,Canada,54.4653,-99.6958,3,54.3792,54.5708,-99.8125,-99.5458,2330;,
2331, ozero Andreevskoye,Russian Federation,58.9014,66.8625,2.8,58.8292,59.0125,66.7375,67.0542,2331;,
2335, Birch lake,Canada,64.3597,-121.9236,3.2,64.2708,64.4458,-122.1458,-121.7708,2335;,
2336, Norra Dellen,Sweden,61.8931,16.6931,2.9,61.7792,61.9625,16.5042,16.9042,2336;,
2345, Houghton lake,United States,44.3403,-84.7292,3.6,44.2625,44.4375,-84.8375,-84.5958,2345;,
2351, Copp lake,Canada,60.2597,-114.7347,2.1,60.1375,60.3292,-114.8625,-114.4792,2351;,
2358, Glan,Sweden,58.6208,15.9653,3.3,58.5458,58.7292,15.8042,16.1208,2358;,
2361, Margog lake,China,33.8458,86.9958,3.2,33.7708,33.9542,86.8958,87.1292,2361;,
2364, Djorf Torba,Algeria,31.5375,-2.7486,2.3,31.4708,31.6292,-2.8458,-2.6625,2364;,
2365, Hawizeh marshes,Iran Islamic Republic of;Iraq,31.5986,47.6292,4.1,31.5042,31.6875,47.5292,47.7208,2365;,
2367, Assean lake,Canada,56.2014,-96.5819,1.8,56.1292,56.3792,-96.6792,-96.1042,2367;,
2368, Big Sandy lake,Canada,54.4208,-104.1069,3.2,54.3458,54.5375,-104.2208,-103.9958,2368;,
2369, Black lake and Starks North canal,United States,30.0319,-93.4319,2.6,29.9042,30.0958,-93.5458,-93.3042,2369;,
2371, Bering lake and Starodubtsov lake,United States,60.2903,-144.3153,1.4,60.2292,60.4042,-144.3792,-143.8958,2371;,
2388, ozero Baskunchak,Russian Federation,48.1847,46.8986,3.9,48.0958,48.3208,46.7792,47.0125,2388;,
2395, lake Caddabassa,Ethiopia,10.2014,40.4708,3.7,10.0875,10.3125,40.3958,40.5792,2395;,
2403, lake Brooks,United States,58.5236,-155.8375,2.3,58.4208,58.5875,-156.1042,-155.7542,2403;,
2408, ozero Sasyk,Ukraine,45.1958,33.4958,3.3,45.1125,45.2875,33.3542,33.6458,2408;,
2415, Cuoda Rima lake,China,35.3347,91.8486,3.4,35.2542,35.4042,91.7625,91.9625,2415;,
2418, Turtle lake,Canada,53.5792,-108.6569,2.8,53.4708,53.7708,-108.7458,-108.4792,2418;,
2420, Waterhen lake,Canada,54.4736,-108.4681,3.1,54.3958,54.5875,-108.5625,-108.2625,2420;,
2421, Chitek lake,Canada,52.4292,-99.4236,2.4,52.3208,52.5292,-99.5125,-99.3042,2421;,
2425, Narac lake,Belarus,54.8514,26.7764,3.7,54.7708,54.9458,26.6375,26.8958,2425;,
2427, Fati,Mali,16.2625,-3.6819,3,16.1625,16.3875,-3.7792,-3.6042,2427;,
2436, Weyakwin lake,Canada,54.5097,-105.9792,2.5,54.3958,54.5958,-106.1292,-105.8875,2436;,
2447, Margaret lake,Canada,58.9458,-115.3486,2.8,58.8708,59.0458,-115.6042,-115.2125,2447;,
2470, Richardson lake,Canada,58.3875,-111.0736,3.9,58.3125,58.4792,-111.1958,-110.9375,2470;,
2473, Storsjon,Sweden,60.5653,16.7097,2.5,60.4792,60.6542,16.5625,16.9292,2473;,
2475, Yuye lake,China,36.0236,88.7986,2.7,35.9292,36.0875,88.5792,88.8958,2475;,
2477, Wellesley lake,Canada,62.3653,-139.7847,3.5,62.2625,62.4375,-139.9875,-139.6625,2477;,
2484, Catemaco,Mexico,18.4069,-95.0625,3.1,18.3292,18.4875,-95.1625,-94.9792,2484;,
2485, Zzzz,Canada,67.3625,-126.0153,2.3,67.3042,67.4708,-126.1542,-125.7375,2485;,
2495, Clive lake,Canada,63.2181,-118.8819,2.8,63.1375,63.2792,-119.1042,-118.7458,2495;,
2497, ozero Leushinskiy Tuman,Russian Federation,59.6847,65.7153,3.5,59.5958,59.8042,65.2875,65.8208,2497;,
2507, Azhibeksor Koli,Kazakhstan,50.1458,68.3931,3.1,50.0458,50.2375,68.2625,68.5042,2507;,
2511, Meiriqiecuomari,China,33.6486,89.7292,3.2,33.5542,33.7208,89.6042,89.8292,2511;,
2516, loch Lomond,United Kingdom,56.0708,-4.5792,1.5,55.9708,56.3458,-4.7542,-4.4792,2516;,
2517, Guanting reservoir,China,40.3847,115.7792,2.9,40.1958,40.4875,115.5292,115.9125,2517;,
2518, lago Balmaceda,Chile,-51.8875,-72.3514,3.1,-51.9708,-51.8042,-72.4375,-72.2042,2518;,
2528, ozero Chukochye,Russian Federation,69.3736,160.1319,2.6,69.2875,69.4958,159.9875,160.3542,2528;,
2532, Nissum Fjord and Bovling Fjord and Felsted Kog,Denmark,56.3486,8.1986,2.4,56.2542,56.4708,8.0875,8.3292,2532;,
2535, ozero Ulakhan-Kyuel',Russian Federation,67.7764,124.2403,2.5,67.7042,67.8792,124.0542,124.4208,2535;,
2540, Zzzz,Greenland,80.1625,-22.0986,1.8,80.0792,80.2292,-22.6708,-21.3125,2540;,
2544, Lenore lake,Canada,52.5097,-104.9736,3.2,52.3875,52.6208,-105.0875,-104.8792,2544;,
2547, Dayan lake,Mongolia,48.3736,88.8236,3.5,48.2375,48.4458,88.7208,88.9708,2547;,
2550, cienaga Zarate and cienaga Ceiba,Colombia,9.7264,-74.7208,3.7,9.6208,9.8042,-74.8292,-74.6292,2550;,
2554, Lebsko,Poland,54.7097,17.3931,3,54.6375,54.7958,17.2458,17.5708,2554;,
2559, laguna Gaiba,Brazil;Bolivia Plurinational State of,-17.7819,-57.7236,3.7,-17.8625,-17.6292,-57.8042,-57.6292,2559;,
2560, Witchekan lake,Canada,53.4236,-107.5847,2.4,53.3458,53.5375,-107.6542,-107.4542,2560;,
2569, Serbug lake,China,32.0042,88.2097,3.4,31.9208,32.0708,88.0958,88.3208,2569;,
2594, Jackfish lake,Canada,53.0708,-108.4042,3.7,52.9792,53.1792,-108.5292,-108.2958,2594;,
2595, Waskesiu lake,Canada,53.9431,-106.1625,2.9,53.8625,54.0625,-106.4792,-106.0375,2595;,
2611, Neri Pun lake,China,31.3125,91.4542,3.7,31.2125,31.3958,91.3708,91.5708,2611;,
2613, Nyi lake,China,34.5764,87.3181,2.8,34.5042,34.6458,87.1292,87.3958,2613;,
2616, lake Harris,United States,28.7736,-81.8097,2.9,28.6542,28.8625,-81.9292,-81.7042,2616;,
2627, ozero Ik,Russian Federation,56.0569,71.5431,4.1,55.9708,56.1292,71.4292,71.6792,2627;,
2649, Chihu lake,China,29.7764,115.7042,2.7,29.6958,29.8625,115.5875,115.7792,2649;,
2655, Tetlin lake,United States,63.0875,-142.7653,4.1,63.0125,63.1875,-142.9292,-142.6208,2655;,
2663, Oigon lake,Mongolia,49.1653,96.6181,3.2,49.0542,49.2542,96.4208,96.7042,2663;,
2673, Whitemouth lake,Canada,49.2347,-95.6708,2.8,49.1625,49.3208,-95.8042,-95.5542,2673;,
2682, Uvsiin Khar Us lake,Mongolia,49.0986,91.9403,2.5,49.0125,49.2042,91.7542,92.0458,2682;,
2693, lago de Ilopango,El Salvador,13.6708,-89.0458,3.7,13.5958,13.7458,-89.1292,-88.9542,2693;,
2695, ozero Ruzhnikova,Russian Federation,67.8597,155.9153,3.9,67.7792,67.9458,155.7542,156.0542,2695;,
2696, ozero Bolshoye Yarovoye,Russian Federation,52.8736,78.6069,4.1,52.7792,52.9542,78.5125,78.7208,2696;,
2701, Daxi Haizi reservoir,China,40.5736,87.5292,2.4,40.4708,40.6708,87.3875,87.5958,2701;,
2709, Arsenault lake,Canada,55.0958,-108.5458,2.8,55.0208,55.1792,-108.6542,-108.3875,2709;,
2720, Gomo lake,China,33.6681,85.8125,4,33.5792,33.7542,85.7208,85.8958,2720;,
2724, laguna de Leche,Cuba,22.1931,-78.6181,2.7,22.1208,22.2958,-78.7292,-78.5458,2724;,
2725, ozero Kadi,Russian Federation,51.8681,140.4792,3,51.7875,51.9375,140.3792,140.6875,2725;,
2731, Muriel lake,Canada,54.1431,-110.6847,3.3,54.0625,54.2375,-110.8125,-110.5708,2731;,
2750, ozero Suturuaka,Russian Federation,69.1542,145.4125,3.6,69.0792,69.2292,145.1958,145.5875,2750;,
2762, laguna Coronda,Argentina,-32.0958,-60.8819,4,-32.1958,-31.9542,-60.9792,-60.7542,2762;,
2779, cienega El Floral and cienaga Iguana,Colombia,8.7431,-74.4292,4.4,8.6042,8.9208,-74.5125,-74.2458,2779;,
2786, Zzzz,China,35.6986,91.3569,3,35.6292,35.7708,91.2375,91.4958,2786;,
2798, Runn,Sweden,60.5681,15.7153,1.8,60.4292,60.6292,15.5042,15.8042,2798;,
2799, Phelps lake,United States,35.7681,-76.4431,3.7,35.6958,35.8458,-76.5625,-76.3625,2799;,
2803, Kotlabukh lake,Ukraine,45.4264,28.9903,2.8,45.3625,45.6208,28.9125,29.0875,2803;,
2809, Simpson lake,Canada,68.1097,-126.6069,2.1,67.9875,68.2542,-126.7208,-126.4958,2809;,
2812, Potholes reservoir,United States,47.0097,-119.3319,2.6,46.9292,47.1208,-119.4792,-119.1458,2812;,
2819, Telashi lake,China,34.8069,92.2181,3.6,34.7375,34.8792,92.1042,92.3292,2819;,
2877, Margai lake,China,35.1292,86.7514,3.2,35.0375,35.2125,86.6125,86.8708,2877;,
2881, Chamu lake,China,34.3569,91.6153,2.5,34.2625,34.4208,91.4292,91.6875,2881;,
2898, Grenada lake,United States,33.8319,-89.7375,2.9,33.7542,33.9625,-89.8125,-89.4958,2898;,
2907, laguna Parinacochas,Peru,-15.2931,-73.7125,3.3,-15.3708,-15.2125,-73.7958,-73.5958,2907;,
2923, Manchar lake,Pakistan,26.4236,67.6431,4.1,26.3208,26.5292,67.5292,67.7792,2923;,
2926, ozero Oron,Russian Federation,54.8236,112.3014,2.7,54.7542,54.9042,112.1375,112.3792,2926;,
2927, lago di Varano,Italy,41.8792,15.7597,3.7,41.8042,41.9542,15.6375,15.8458,2927;,
2940, ozero Tuman,Russian Federation,59.5986,66.2847,2.6,59.5292,59.7208,66.1792,66.4292,2940;,
2944, Redberry lake,Canada,52.6986,-107.1597,2.6,52.6125,52.7625,-107.2625,-107.0625,2944;,
2946, lake Ngoin,China,31.4819,91.5014,3.2,31.3708,31.5792,91.4208,91.5875,2946;,
2955, ozero Udilvy,Russian Federation,55.5181,60.5125,3.1,55.4375,55.6375,60.3875,60.6208,2955;,
2960, Caribou lake,Canada,67.9847,-132.9347,2.8,67.9042,68.0542,-133.0458,-132.6625,2960;,
2961, Kurchanskiy liman,Russian Federation,45.2847,37.4736,2.3,45.1958,45.3708,37.3792,37.6125,2961;,
2965, lac Mandje,Gabon,-2.8042,10.3597,2.6,-2.8958,-2.7375,10.2792,10.4375,2965;,
2970, lake Newell,Canada,50.4153,-111.9514,2.8,50.3292,50.5458,-112.0292,-111.8542,2970;,
2974, Kelsey lake,Canada,53.6458,-101.0681,2.3,53.5625,53.7292,-101.1625,-100.9625,2974;,
2978, Burt lake,United States,45.4569,-84.6653,2.7,45.3625,45.5792,-84.7625,-84.5875,2978;,
2985, ozero Zhizhitskoye,Russian Federation,56.2208,31.2431,2.6,56.1458,56.3208,31.1292,31.3792,2985;,
2988, lac des Allemands,United States,29.9264,-90.5681,3,29.8208,30.0125,-90.6625,-90.4708,2988;,
3002, Parsons lake,Canada,68.9625,-133.6403,3.1,68.8625,69.0375,-133.8042,-133.5125,3002;,
3007, cienaga de Ayapel,Colombia,8.3681,-75.0764,3.1,8.2375,8.4958,-75.2042,-74.9875,3007;,
3020, Keluke lake,China,37.2847,96.8986,3.3,37.1958,37.3708,96.8125,96.9875,3020;,
3025, lac d'Hourtin,France,45.1597,-1.1042,2.3,45.0292,45.2458,-1.1792,-1.0375,3025;,
3040, Katimik lake,Canada,52.8986,-99.3875,2.8,52.7875,52.9625,-99.4708,-99.2625,3040;,
3044, Yibug lake,China,32.9792,86.7125,3.6,32.7875,33.0625,86.5792,86.8542,3044;,
3045, Xuejing lake,China,35.9847,87.3319,2.6,35.9125,36.0458,87.2458,87.4875,3045;,
3053, Las Salinas,Peru,-16.3569,-71.1236,2,-16.4458,-16.2875,-71.2375,-71.0542,3053;,
3078, Ngoinyar lake,China,32.9792,88.6875,3.4,32.8958,33.0792,88.6125,88.7792,3078;,
3079, Garson lake,Canada,56.3292,-110.0069,3.2,56.2375,56.4042,-110.1375,-109.9125,3079;,
3097, ozero Vyshnevolotskoye,Russian Federation,57.5569,34.4708,2.2,57.4708,57.6625,34.2792,34.5542,3097;,
3109, embalse del Ebro,Spain,43.0153,-3.9181,2.5,42.9375,43.0792,-4.1375,-3.8208,3109;,
3111, Luotuo lake,China,34.4375,81.9764,2.5,34.3708,34.5125,81.8375,82.0458,3111;,
3114, loch Ness,United Kingdom,57.3792,-4.3597,1.2,57.1042,57.4542,-4.7125,-4.2958,3114;,
3129, Rorey lake,Canada,66.9264,-128.3958,2,66.7625,67.0292,-128.5542,-128.3125,3129;,
3132, cienaga Colorada and cienaga Catalina and naga Alibu,Colombia,9.5958,-74.7097,2.7,9.5125,9.6792,-74.7792,-74.6208,3132;,
3133, Kilekale lake,Canada,66.6569,-123.9153,2.8,66.5875,66.7208,-124.1708,-123.7875,3133;,
3135, Wuskwatim lake,Canada,55.5653,-98.5347,2.8,55.4542,55.6625,-98.6875,-98.4292,3135;,
3150, lago Ofhidro,Chile,-53.9625,-69.4042,2.7,-54.0375,-53.8792,-69.4875,-69.2542,3150;,
3156, Yurba lake,China,35.7403,86.6986,2.8,35.6708,35.8042,86.5125,86.8125,3156;,
3171, Marryat inlet,United States,68.3764,-166.6514,3.6,68.3042,68.4708,-166.7875,-166.2625,3171;,
3173, ozero Balyma,Russian Federation,67.8764,151.8875,2.5,67.7875,67.9375,151.6708,152.0625,3173;,
3188, lac Ste Anne,Canada,53.7069,-114.3875,2.9,53.6292,53.7792,-114.6125,-114.2958,3188;,
3189, lake George,Australia,-37.3875,139.9764,2.7,-37.5125,-37.3208,139.8958,140.0708,3189;,
3191, lake Towada,Japan,40.4736,140.8681,2.8,40.3792,40.5458,140.7875,140.9792,3191;,
3196, etang de Cazaux,France,44.4903,-1.1569,3.4,44.3958,44.5625,-1.2375,-1.0375,3196;,
3200, Talimardzhan reservoir,Uzbekistan,38.3681,65.5708,3.1,38.2875,38.4625,65.4625,65.6542,3200;,
3201, Rola lake,China,35.4097,88.3792,3.7,35.3292,35.5208,88.2625,88.5208,3201;,
3208, Zzzz,Azerbaijan,38.9514,48.8792,3.1,38.8292,39.0375,48.7792,48.9542,3208;,
3211, Boye So,Greenland,70.1097,-50.6292,1.5,70.0292,70.1875,-50.8708,-50.5042,3211;,
3218, laguna Melincue,Argentina,-33.7097,-61.4625,4.6,-33.8042,-33.6292,-61.5792,-61.3625,3218;,
3219, Zzzz,Greenland,65.6153,-50.3181,1.8,65.4875,65.6708,-50.4208,-50.0958,3219;,
3231, Frog lake,Canada,53.9347,-110.3403,2.5,53.8125,54.0208,-110.4292,-110.2375,3231;,
3238, lake Verret,United States,29.8819,-91.1597,2.4,29.7875,29.9875,-91.2375,-91.0375,3238;,
3243, Kingsmere lake,Canada,54.1069,-106.4514,2.9,54.0042,54.1708,-106.5708,-106.3625,3243;,
3258, Bugunskoye wtaer reservoir,Kazakhstan,42.7347,69.0736,2.8,42.6708,42.8125,68.9625,69.1708,3258;,
3276, ozero Maloye Erovnoye,Russian Federation,52.6597,111.6375,4,52.5792,52.7458,111.5375,111.7375,3276;,
3281, Orsasjon/Orsa,Sweden,61.0819,14.5486,2.5,60.9875,61.1708,14.4542,14.6542,3281;,
3307, lago di Bracciano,Italy,42.1236,12.2292,3.9,42.0458,42.2042,12.1375,12.3208,3307;,
3309, Kytai lake,Ukraine,45.5014,29.1431,1.8,45.4458,45.7292,29.0792,29.2625,3309;,
3312, ozero Kubuy,Russian Federation,71.0486,137.7681,2.3,70.9708,71.1208,137.5208,138.0042,3312;,
3343, Pongyin lake,China,32.8958,88.1792,2.8,32.8292,32.9792,88.0875,88.3042,3343;,
3347, ozero Duvankul',Russian Federation,54.5931,61.5653,3.5,54.5125,54.6708,61.4625,61.6625,3347;,
3350, Dabie lake,Poland,53.4542,14.6764,2.2,53.3625,53.5792,14.5542,14.7458,3350;,
3365, ozero Arakhley,Russian Federation,52.2069,112.8792,3.4,52.1208,52.2875,112.7708,112.9708,3365;,
3373, lac Assal,Djibouti,11.6653,42.4097,3.9,11.5708,11.7792,42.2958,42.4958,3373;,
3379, Raznas ezers,Latvia,56.3292,27.4569,3.2,56.2458,56.4208,27.3042,27.5542,3379;,
3392, Magiss lake,Canada,52.9764,-91.6875,2.4,52.8792,53.0458,-91.8042,-91.5875,3392;,
3394, Dangqiong lake,China,31.5708,86.7403,3.6,31.4958,31.6458,86.6458,86.8375,3394;,
3397, lac De Montigny,Canada,48.1486,-77.9208,2.3,48.0292,48.2125,-77.9958,-77.7958,3397;,
3398, ozero Dyryn-Ebe,Russian Federation,67.7153,154.5042,2.4,67.6292,67.7875,154.3875,154.7125,3398;,
3421, ozero Koybagar,Kazakhstan,52.6014,65.5792,3.6,52.5125,52.6875,65.4875,65.6958,3421;,
3446, Rufus lake,Canada,69.5986,-129.9931,3.1,69.5042,69.6625,-130.1292,-129.8542,3446;,
3471, laguna del Palmar,Argentina,-29.5736,-60.7069,2.9,-29.7458,-29.4958,-60.7875,-60.6375,3471;,
3476, Shitou Koumen reservoir,China,43.8431,125.8097,2.4,43.7625,44.0042,125.6792,125.8875,3476;,
3478, lake Sorell,Australia,-42.0903,147.1847,1.9,-42.1875,-42.0292,147.0708,147.2708,3478;,
3493, Crater lake,United States,42.9431,-122.0986,3.5,42.8708,43.0125,-122.2042,-122.0125,3493;,
3500, ozero Maraldy,Kazakhstan,52.3125,77.7736,3.6,52.2375,52.3958,77.6708,77.8708,3500;,
3523, Wabimeig lake,Canada,51.4708,-85.5875,2.7,51.3875,51.5708,-85.6708,-85.5042,3523;,
3529, Brackett lake,Canada,65.2125,-125.3514,3.2,65.1375,65.2875,-125.5125,-125.2208,3529;,
3534, Garkung lake,China,33.9681,86.4847,2.7,33.8875,34.0458,86.4042,86.5792,3534;,
3539, Baidoi lake,China,32.7764,87.8042,2.8,32.7042,32.8875,87.7208,87.9458,3539;,
3566, Iznajar reservoir,Spain,37.2819,-4.3486,1.2,37.1958,37.3375,-4.4208,-4.1792,,3566;
3570, Colen (western part of),Canada,54.5681,-95.4403,2.8,54.4875,54.6375,-95.5542,-95.2625,3570;,
3586, barrage Bin El-Ouidane,Morocco,32.0986,-6.4042,1.9,32.0292,32.1792,-6.5042,-6.2875,,3586;
3587, Cardinal lake,Canada,56.2347,-117.7403,2.8,56.1542,56.3208,-117.8542,-117.5958,3587;,
3604, Basin lake,Canada,52.6069,-105.2792,2.8,52.5375,52.6875,-105.3625,-105.1875,3604;,
3607, Boraphet,Thailand,15.7069,100.2292,2.2,15.6375,15.7792,100.1292,100.3458,3607;,
3614, Venustiano Carranza,Mexico,27.5014,-100.6375,2.5,27.3792,27.5875,-100.7875,-100.5458,3614;,
4292, lacul Brate,Romania,45.4847,28.0708,2.3,45.4208,45.5458,28.0042,28.1375,4292;,
4503, lake Mendota,United States,43.1069,-89.4125,2.5,43.0375,43.2125,-89.5208,-89.3292,4503;,
4947,Erne lough,United Kingdom,54.2458,-7.5708,1.2,54.0958,54.3042,-7.6542,-7.3875,,4947;
4953,Bogoria lake,Kenya,0.2542,36.0958,1.5,0.1458,0.3792,36.0375,36.1625,,4953;
5506, Great Pond,United States,44.5375,-69.8431,1.5,44.4375,44.6208,-69.9208,-69.7708,5506;,
5729,Amanningen lake,Sweden,59.9458,15.9792,1.5,59.8542,60.0042,15.8708,16.0625,,5729;
6048, Poinsett,United States,44.5542,-97.0958,2.2,44.4958,44.6375,-97.1708,-97.0042,,
6561,Squam lake,United States,43.7625,-71.5125,1.1,43.6625,43.8292,-71.6292,-71.4375,,6561;
6785, Erken,Sweden,59.8458,18.5764,1.5,59.7875,59.8958,18.4375,18.6875,6785;,
7434,Norra Barken lake,Sweden,60.1208,15.5042,1,60.0292,60.1958,15.3875,15.6125,,7434;
7739, Bemidji,United States,47.5208,-94.8458,1.9,47.4208,47.5792,-94.9125,-94.7792,,
7840,Loskop reservoir,South Africa,-25.4292,29.3208,1,-25.5125,-25.3792,29.2125,29.4458,,7840;
7889, lough Melvin,Ireland;United Kingdom,54.4208,-8.1264,1.3,54.3625,54.4958,-8.2875,-8.0542,7889;,
8089, lacul Badabag,Romania,44.9236,28.7597,1.9,44.8542,44.9792,28.6958,28.8458,8089;,
8527,Cuerda Del Pozo reservoir,Spain,41.8542,-2.7458,1,41.7958,41.9292,-2.8625,-2.6708,,8527;
9168, lake Dranov,Romania,44.8708,29.1903,1.9,44.8125,44.9375,29.1292,29.2708,9168;,
9322, Sunapee lake,United States,43.3986,-72.0514,1.1,43.2875,43.4625,-72.1208,-71.9958,9322;,
10161, Pike Bay,United States,47.3542,-94.5708,2.1,47.2875,47.4208,-94.6375,-94.4958,,
10421, Hancock,United States,27.9708,-81.8375,2,27.9042,28.0375,-81.8958,-81.7792,,
10679,Albufera lagoon,Spain,39.3375,-0.3625,1.8,39.2708,39.4125,-0.4292,-0.2792,,10679;
10694,Hartbeespoort reservoir,South Africa,-25.7458,27.8625,1.2,-25.8125,-25.6875,27.7542,27.9375,,10694;
12200,West Okoboji lake,United States,43.3792,-95.1542,1.1,43.3125,43.4875,-95.2208,-95.0292,,12200;
12262, loch Leven,United Kingdom,56.2042,-3.3792,1.5,56.1375,56.2625,-3.4542,-3.2958,12262;,
12471, Trout lake,United States,46.0319,-89.6708,1.4,45.9792,46.1208,-89.7375,-89.6125,12471;,
13377, Douglas lake,United States,45.5819,-84.7069,1.5,45.5208,45.6375,-84.7708,-84.6125,13377;,
13484, Bitter,United States,45.2792,-97.3208,2.4,45.1875,45.3625,-97.4625,-97.2292,,
13916, lacul Gorgova and lacul Gorgovat,Romania,45.1542,29.1903,1.8,45.0875,45.2042,29.1125,29.2542,13916;,
15309, lacul Rosu and lacul Rosulet,Romania,45.0569,29.5681,1.2,45.0042,45.1125,29.4875,29.6625,15309;,
15600,Idro lake,Italy,45.7792,10.5125,0.9,45.7042,45.8542,10.4375,10.5708,,15600;
16662, Jijila,Romania,45.3486,28.1208,1.3,45.2792,45.4042,28.0708,28.1875,16662;,
16814, lacul Lumina,Romania,45.0875,29.4903,1.5,45.0375,45.1458,29.4208,29.5708,16814;,
17329, lacul Merhei,Romania,45.3236,29.4542,1.4,45.2708,45.3792,29.3542,29.5125,17329;,
18089,Macnean lough,United Kingdom,54.2875,-7.8458,0.6,54.2458,54.3375,-7.9042,-7.7625,,18089;
